authors,original_title,image_url
George R.R. Martin,a storm of swords ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571318786i/62291._SY75_.jpg
E.L. James,fifty shades of grey ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385207843i/10818853._SX50_.jpg
Sarah J. Maas,a court of mist and fury ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546406996i/17927395._SY75_.jpg
John Boyne,the boy in the striped pajamas,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366228171i/39999._SY75_.jpg
Anne Frank,the diary of a young girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560816565i/48855._SY75_.jpg
Jean M. Auel,the clan of the cave bear ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529681430i/40611463._SY75_.jpg
Michael Crichton,jurassic park ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529604411i/40604658._SY75_.jpg
Toni Morrison,beloved,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632283781i/6149._SY75_.jpg
Ernest Hemingway,a farewell to arms,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313714836i/10799._SY75_.jpg
Stephen King,misery,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220401i/10614._SY75_.jpg
Geoffrey Chaucer,the canterbury tales,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1261208589i/2696._SY75_.jpg
Charles Dickens,david copperfield,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461452762i/58696._SY75_.jpg
John Irving,the world according to garp,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447234581i/7069._SY75_.jpg
Jay Asher,thirteen reasons why,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555345043i/29844228._SY75_.jpg
Frances Hodgson Burnett,a little princess,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868556i/3008._SY75_.jpg
Rick Riordan,the lost hero ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201003i/7736182._SY75_.jpg
Philip Pullman,his dark materials ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442329494i/18116._SY75_.jpg
Johnathon Nicolaou,the chain between worlds ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643771474i/60288648._SX50_.jpg
Gregory Maguire,wicked: the life and times of the wicked witch of the west ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437733293i/37442._SY75_.jpg
Thomas Keneally,schindler's list,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348163457i/375013._SY75_.jpg
Stephen King,the green mile,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373903563i/11566._SY75_.jpg
James Clavell,shōgun,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1607736537i/52382796._SY75_.jpg
Cassandra Clare,clockwork prince ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477747i/10025305._SY75_.jpg
J.R.R. Tolkien,the silmarillion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610045590i/7332._SX50_.jpg
Jonathan Safran Foer,extremely loud & incredibly close,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327879967i/4588._SY75_.jpg
Margery Williams Bianco,the velveteen rabbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347748913i/144974._SX50_.jpg
Homer,the iliad / the odyssey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181863i/1375._SX50_.jpg
Franz Kafka,the trial,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320399438i/17690._SY75_.jpg
Marissa Meyer,cinder ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507557775i/36381037._SY75_.jpg
Philippa Gregory,the other boleyn girl ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355932638i/37470._SY75_.jpg
Douglas Adams,the hitchhiker's guide to the galaxy ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559986152l/386162._SX50_SY75_.jpg
Lauren Kate,fallen ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440619649i/6487308._SY75_.jpg
Richelle Mead,last sacrifice ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319850978i/6527740._SX50_.jpg
John Kennedy Toole,a confederacy of dunces,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562554946i/310612._SY75_.jpg
Ernest Hemingway,the sun also rises,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509802323i/3876._SY75_.jpg
Viktor E. Frankl,man's search for meaning,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394i/4069._SY75_.jpg
Ki Longfellow,the secret magdalene,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175446011i/514811._SY75_.jpg
Gillian Flynn,gone girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554086139i/19288043._SY75_.jpg
Diana Wynne Jones,howl’s moving castle ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630502935i/6294._SX50_.jpg
Arthur  Miller,the crucible: a play in four acts,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547467608i/17250._SX50_.jpg
Taylor Jenkins Reid,the seven husbands of evelyn hugo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1664458703i/32620332._SY75_.jpg
Cassandra Clare,city of fallen angels ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369452302i/6752378._SY75_.jpg
Kurt Vonnegut Jr.,cat's cradle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867150i/135479._SY75_.jpg
C.S. Lewis,the screwtape letters,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476379778i/8130077._SY75_.jpg
Shel Silverstein,a light in the attic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427169918i/30118._SX50_.jpg
Kenneth Grahame,the wind in the willows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630642716i/5659._SX50_.jpg
Richelle Mead,spirit bound ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1291168967i/6479259._SY75_.jpg
Arundhati Roy,the god of small things,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590282886i/9777._SY75_.jpg
Gaston Leroux,the phantom of the opera,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867727i/480204._SY75_.jpg
Corrie ten Boom,the hiding place: the triumphant true story of corrie ten boom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320418824i/561909._SY75_.jpg
José Saramago,blindness,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528481068i/40495148._SY75_.jpg
Tracy Chevalier,girl with a pearl earring,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327197580i/2865._SY75_.jpg
Gail Carson Levine,ella enchanted ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410727190i/24337._SY75_.jpg
George R.R. Martin,a clash of kings  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567840212i/10572._SY75_.jpg
Scott Westerfeld,uglies ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654202671i/24770._SX50_.jpg
Haruki Murakami,the wind-up bird chronicle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872639i/11275._SY75_.jpg
John Grogan,marley and me: life and love with the world's worst dog,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308858322i/12691._SY75_.jpg
Wally Lamb,she's come undone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543505339i/5203._SX50_.jpg
Maggie Stiefvater,shiver ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409283154i/6068551._SX50_.jpg
Mary Ann Shaffer,the guernsey literary and potato peel pie society,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529026760i/39832183._SY75_.jpg
Isabel Allende,the house of the spirits,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621672028i/9328._SY75_.jpg
Hunter S. Thompson,fear and loathing in las vegas,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394204569i/7745._SY75_.jpg
William Paul Young,the shack,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532013572i/40874325._SY75_.jpg
William Faulkner,the sound and the fury,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433089995i/10975._SY75_.jpg
Haruki Murakami,norwegian wood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699682893i/11297._SY75_.jpg
Laurie Halse Anderson,speak,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529044298i/39280444._SY75_.jpg
Ernest Hemingway,for whom the bell tolls,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492591524i/46170._SY75_.jpg
Bill Watterson,the complete calvin and hobbes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1607384975i/24812._SX50_.jpg
J.R.R. Tolkien,the lord of the rings,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566425108i/33._SX50_.jpg
Suzanne Collins,mockingjay ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722918i/7260188._SY75_.jpg
Scott O'Dell,island of the blue dolphins,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533405446i/41044096._SX50_.jpg
P.C. Cast,marked ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317067002i/30183._SX50_.jpg
Alex Haley,roots: the saga of an american family,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329398936i/546018._SY75_.jpg
Robert A. Heinlein,stranger in a strange land,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1156897088i/350._SY75_.jpg
John Green,paper towns,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349013610i/6442769._SX50_.jpg
William Shakespeare,othello,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459795105i/12996._SY75_.jpg
Haruki Murakami,kafka on the shore,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429638085i/4929._SY75_.jpg
Stieg Larsson,the girl who kicked the hornet's nest ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327708260i/6892870._SX50_.jpg
Jon Krakauer,into the wild,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634587789i/1845._SY75_.jpg
Cornelia Funke,inkheart ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538266636i/28194._SX50_.jpg
Arthur Conan Doyle,the complete sherlock holmes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348815538i/188572._SY75_.jpg
Fyodor Dostoevsky,the idiot,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657539107i/12505._SY75_.jpg
William Shakespeare,king lear,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331563731i/12938._SY75_.jpg
Neil Gaiman,neverwhere ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348747943i/14497._SX50_.jpg
Jamie McGuire,beautiful disaster ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358259032i/11505797._SY75_.jpg
Tim Butcher,blood river: a journey to africa's broken heart,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531681288i/2184798._SY75_.jpg
Lauren Oliver,delirium ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327890411i/11614718._SX50_.jpg
Tim O'Brien,the things they carried,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424663847i/133518._SY75_.jpg
Janet Fitch,white oleander,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501159524i/32234._SY75_.jpg
Anne Rice,the vampire lestat ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347515742i/43814._SY75_.jpg
Harriet Beecher Stowe,uncle tom's cabin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414349231i/46787._SY75_.jpg
Leigh Bardugo,crooked kingdom ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456172607i/22299763._SY75_.jpg
Brandon Sanderson,the way of kings ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659905828i/7235533._SY75_.jpg
Ralph Ellison,invisible man,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556482805i/16981._SY75_.jpg
Stephen King,different seasons,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329662611i/39662._SY75_.jpg
T.H. White,the once and future king ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338741283i/43545._SY75_.jpg
Stephenie Meyer,midnight sun [2008 draft],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/nophoto/book/111x148._SX50_.png
James Herriot,all creatures great and small ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393644607i/32085._SX50_.jpg
Wally Lamb,i know this much is true,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373532198i/227711._SY75_.jpg
Isaac Asimov,foundation ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417900846i/29579._SX50_.jpg
Kazuo Ishiguro,never let me go,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353048590i/6334._SY75_.jpg
Ki Longfellow,flow down like silver,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348371147i/6801755._SY75_.jpg
Voltaire,candide,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345060082i/19380._SY75_.jpg
Roald Dahl,james and the giant peach,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320412586i/6689._SX50_.jpg
John Milton,paradise lost,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526070678i/15997._SY75_.jpg
Elizabeth Kostova,the historian,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463702268i/30236962._SY75_.jpg
Ernest Cline,ready player one ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500930947i/9969571._SY75_.jpg
H.G. Wells,the time machine,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942880i/2493._SY75_.jpg
Christopher Moore,"lamb: the gospel according to biff, christ's childhood pal",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331419009i/28881._SY75_.jpg
William Shakespeare,the complete works,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327884293i/569564._SY75_.jpg
Diane Setterfield,the thirteenth tale,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346267826i/40440._SX50_.jpg
Johanna Spyri,heidi,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388462714i/93._SX50_.jpg
R.J. Palacio,wonder ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545695751i/11387515._SY75_.jpg
Walt Whitman,leaves of grass,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418012204i/27494._SX50_.jpg
Cassandra Clare,city of lost souls ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477703i/8755776._SY75_.jpg
Rick Riordan,the son of neptune ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201114i/9520360._SY75_.jpg
Patrick Rothfuss,the wise man's fear ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452624392i/1215032._SY75_.jpg
Kristin Cashore,graceling ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331548394i/3236307._SY75_.jpg
John Irving,the cider house rules,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327962519i/4687._SY75_.jpg
Rick Riordan,the mark of athena ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201354i/12127750._SY75_.jpg
Tahereh Mafi,shatter me ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310649047i/10429045._SY75_.jpg
Jojo Moyes,me before you ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665087720i/17347634._SY75_.jpg
Judy Blume,"are you there god? it's me, margaret",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388356524i/37732._SY75_.jpg
Rainbow Rowell,fangirl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355886270i/16068905._SX50_.jpg
Brandon Sanderson,the final empire ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617768316i/68428._SY75_.jpg
Stephen King,'salem's lot,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327891565i/11590._SY75_.jpg
Henry David Thoreau,walden,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630470982i/16902._SY75_.jpg
Jostein Gaarder,sophie's world,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343459906i/10959._SY75_.jpg
Andy Weir,the martian,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413706054i/18007564._SY75_.jpg
Virginia Woolf,mrs. dalloway,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646148221i/14942._SY75_.jpg
John Steinbeck,east of eden,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639969375i/4406._SY75_.jpg
Kate Chopin,the awakening,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170507247i/58345._SY75_.jpg
Marie Lu,legend ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501368160i/9275658._SY75_.jpg
Fannie Flagg,fried green tomatoes at the whistle stop cafe ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165961740i/9375._SY75_.jpg
Art Spiegelman,the complete maus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327354180i/15195._SX50_.jpg
Arthur Conan Doyle,the hound of the baskervilles ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355929358i/8921._SX50_.jpg
William Styron,sophie's choice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356714742i/228560._SY75_.jpg
William Shakespeare,hamlet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351051208i/1420._SY75_.jpg
E.L. James,fifty shades darker ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631260114i/11857408._SY75_.jpg
Pat Conroy,the prince of tides,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512744907i/16735._SY75_.jpg
Sarah J. Maas,a court of thorns and roses ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546406962i/16096824._SY75_.jpg
George Eliot,middlemarch,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568307771i/19089._SY75_.jpg
Neil Gaiman,stardust,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459127484i/16793._SY75_.jpg
Charlaine Harris,dead until dark ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468560853i/301082._SY75_.jpg
Philip K. Dick,do androids dream of electric sheep?,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507838927i/36402034._SY75_.jpg
Chinua Achebe,things fall apart ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352082529i/37781._SY75_.jpg
Rainbow Rowell,eleanor & park,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341952742i/15745753._SX50_.jpg
Jon Stone,the monster at the end of this book,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388193494i/44186._SX50_.jpg
John Grisham,a time to kill ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554303029i/32542._SY75_.jpg
Helen Fielding,bridget jones's diary ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659879886i/227443._SY75_.jpg
Anthony Doerr,all the light we cannot see,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445646i/18143977._SY75_.jpg
Anna Sewell,black beauty,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578265482i/3685._SY75_.jpg
C.S. Lewis,the magician's nephew ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814770i/65605._SY75_.jpg
Lois Lowry,number the stars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630542426i/47281._SX50_.jpg
Neil Gaiman,the graveyard book,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531295292i/2213661._SY75_.jpg
J.D. Salinger,franny and zooey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355037988i/5113._SY75_.jpg
Alan Moore,v for vendetta,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343668985i/5805._SY75_.jpg
Roald Dahl,the witches,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351707720i/6327._SY75_.jpg
Benjamin Alire Sáenz,aristotle and dante discover the secrets of the universe ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328320260i/12000020._SY75_.jpg
Garth Stein,the art of racing in the rain,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377206302i/3153910._SY75_.jpg
Bill Bryson,a short history of nearly everything,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433086293i/21._SY75_.jpg
Bryce Courtenay,the power of one ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388184360i/122._SX50_.jpg
Robert Munsch,love you forever,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348832754i/310259._SX50_.jpg
Gayle Forman,if i stay ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630573973i/4374400._SY75_.jpg
Stephen King,the gunslinger ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220416i/43615._SY75_.jpg
Jack London,white fang,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475878443i/43035._SX50_.jpg
Unknown,beowulf,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878125i/52357._SY75_.jpg
Bret Easton Ellis,american psycho,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436934349i/28676._SY75_.jpg
Veronica Roth,allegiant ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395582745i/18710190._SY75_.jpg
Jane Austen,the complete novels,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388178574i/14905._SY75_.jpg
Jonathan Swift,gulliver's travels,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427829692i/7733._SY75_.jpg
J.K. Rowling,harry potter series box set ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534298934i/862041._SX50_.jpg
James Joyce,a portrait of the artist as a young man,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646339380i/7588._SY75_.jpg
Natalie Babbitt,tuck everlasting,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661030663i/84981._SY75_.jpg
Robert Jordan,the eye of the world ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659905815i/228665._SY75_.jpg
E.L. James,fifty shades freed ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336418837i/13536860._SY75_.jpg
Ann Patchett,bel canto,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352997328i/5826._SY75_.jpg
Anonymous,القرآن الكريم,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275263838i/646462._SY75_.jpg
Dave Pelzer,"a child called ""it"" ",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438400434i/60748._SY75_.jpg
Charles Frazier,cold mountain,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442416348i/10920._SY75_.jpg
Edgar Allan Poe,the tell-tale heart and other writings,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1697731059i/391729._SY75_.jpg
Beatrice Sparks,go ask alice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327870536i/46799._SX50_.jpg
J.R. Ward,dark lover ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429676285i/42899._SY75_.jpg
William Faulkner,as i lay dying,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451810782i/77013._SY75_.jpg
Ray Bradbury,the martian chronicles,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661016554i/76778._SY75_.jpg
Christopher Paolini,eldest ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387119654i/45978._SX50_.jpg
David Mitchell,cloud atlas,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563042852i/49628._SX50_.jpg
Stephen King,11/22/63,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876792i/10644930._SY75_.jpg
Colleen Hoover,it ends with us ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1688011813i/27362503._SY75_.jpg
Leo Tolstoy,war and peace,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413215930i/656._SY75_.jpg
Kami Garcia,beautiful creatures ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873282i/6304335._SY75_.jpg
Robert Louis Stevenson,dr. jekyll and mr. hyde,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318116526i/51496._SY75_.jpg
John Knowles,a separate peace,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528860889i/5148._SY75_.jpg
Jane Austen,mansfield park,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397063295i/45032._SY75_.jpg
Lao Tzu,tao te ching,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578861i/67896._SY75_.jpg
Hermann Hesse,steppenwolf,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389332672i/16631._SY75_.jpg
Victor Hugo,the hunchback of notre-dame,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388342667i/30597._SY75_.jpg
Dante Alighieri,inferno,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520255019i/15645._SY75_.jpg
Christopher Paolini,brisingr ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661030683i/2248573._SX50_.jpg
Jennifer L. Armentrout,obsidian ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328275091i/12578077._SY75_.jpg
John Steinbeck,the grapes of wrath,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375670575i/18114322._SY75_.jpg
Rick Riordan,the house of hades ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201430i/12127810._SY75_.jpg
Roald Dahl,the bfg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872673i/6319._SY75_.jpg
سید مرتضی مصطفوی,زندگی مه آلود پریا,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532526741i/40937505._SX50_.jpg
Michael Chabon,the amazing adventures of kavalier & clay,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503806495i/3985._SY75_.jpg
Daniel Defoe,robinson crusoe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1682976488i/2932._SY75_.jpg
Holly Black,the cruel prince ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574535986i/26032825._SY75_.jpg
Jerry Spinelli,stargirl ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335947642i/22232._SX50_.jpg
Emma Donoghue,room,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472239721i/31685789._SX50_.jpg
