authors,original_title,image_url
Edmond Rostand,cyrano de bergerac,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920459i/15638._SY75_.jpg
Lionel Shriver,we need to talk about kevin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865017i/80660._SY75_.jpg
Marissa Meyer,scarlet ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470056982i/13206760._SY75_.jpg
Anonymous,the arabian nights,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657544409i/93101._SY75_.jpg
Ken Follett,world without end ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509545511i/5064._SY75_.jpg
André Aciman,call me by your name ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519203520i/36336078._SY75_.jpg
Jhumpa Lahiri,interpreter of maladies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442586143i/5439._SY75_.jpg
P.C. Cast,hunted ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438042897i/4134071._SY75_.jpg
Stephen King,the talisman ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170530286i/59219._SX50_.jpg
Barbara Kingsolver,the bean trees ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443483961i/30868._SY75_.jpg
C.S. Lewis,the silver chair ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661032839i/65641._SY75_.jpg
Melissa Marr,wicked lovely ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327814035i/305234._SX50_.jpg
W. Bruce Cameron,a dog's purpose ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564936796i/7723542._SY75_.jpg
Ursula K. Le Guin,a wizard of earthsea ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353424536i/13642._SY75_.jpg
Yuval Noah Harari,sapiens: a brief history of humankind,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1595674533i/23692271._SY75_.jpg
Patrick Ness,the knife of never letting go ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534503008i/20758104._SY75_.jpg
William Shakespeare,the merchant of venice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871054i/24128._SY75_.jpg
Lauren Oliver,before i fall,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361044695i/6482837._SY75_.jpg
Robert Penn Warren,all the king's men,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342193852i/5527._SY75_.jpg
J.R. Ward,lover eternal ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300845974i/35729._SY75_.jpg
Stephen Hawking,a brief history of time,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578746i/3869._SX50_.jpg
Chuck Palahniuk,invisible monsters,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508534066i/36236125._SX50_.jpg
Jennifer Lynn Barnes,the inheritance games ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587396413i/52439531._SY75_.jpg
Rhonda Byrne,the secret ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659289885i/52529._SX50_.jpg
Aleksandr Solzhenitsyn,one day in the life of ivan denisovich,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574794164i/17125._SY75_.jpg
Thomas Pynchon,gravity's rainbow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657594227i/415._SY75_.jpg
Christopher Paolini,inheritance ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390886502i/7664041._SX50_.jpg
Scott Lynch,the lies of locke lamora ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458646334i/29588376._SY75_.jpg
Charlotte Perkins Gilman,the yellow wallpaper and other stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327909237i/99300._SY75_.jpg
Tahereh Mafi,unravel me ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340287622i/13104080._SY75_.jpg
Anne Rice,the queen of the damned ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871992i/43758._SY75_.jpg
Dan Brown,inferno ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070896i/17212231._SY75_.jpg
Rainbow Rowell,carry on ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481729252i/32768522._SX50_.jpg
Leif Enger,peace like a river,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436139976i/227571._SY75_.jpg
C.S. Lewis,prince caspian ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814880i/121749._SY75_.jpg
Haruki Murakami,1q84 ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483103331i/10357575._SX50_.jpg
Jasper Fforde,the eyre affair ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445540555i/27003._SY75_.jpg
James Dashner,the scorch trials ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388240248i/7631105._SY75_.jpg
Richard Matheson,i am legend and other stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317791583i/547094._SY75_.jpg
Erin Hunter,into the wild ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327994729i/111332._SX50_.jpg
Umberto Eco,foucault's pendulum,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396645125i/17841._SY75_.jpg
Paula Hawkins,the girl on the train,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574805682i/22557272._SX50_.jpg
Maria V. Snyder,poison study ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388519019i/60510._SY75_.jpg
Margaret Atwood,oryx and crake ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668379066i/46756._SY75_.jpg
Holly Black,the wicked king ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520620414i/26032887._SY75_.jpg
Cassandra Clare,city of ashes ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730356i/1582996._SY75_.jpg
Edith Hamilton,mythology,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305000423i/23522._SY75_.jpg
Laura Hillenbrand,seabiscuit: an american legend,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171644213i/110737._SY75_.jpg
Sophocles,oedipus rex  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182316i/1554._SY75_.jpg
Kim Edwards,the memory keeper's daughter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631287935i/10441._SY75_.jpg
Gayle Forman,where she went ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347810457i/8492825._SX50_.jpg
Jeannette Walls,the glass castle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523542886i/7445._SY75_.jpg
Robert Ludlum,the bourne identity ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335860740i/7869._SY75_.jpg
Mark Z. Danielewski,house of leaves,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403889034i/24800._SX50_.jpg
Tim LaHaye,left behind ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406505054i/27523._SY75_.jpg
Howard Zinn,a people's history of the united states,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494279423i/2767._SY75_.jpg
Richard Wright,native son,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627788308i/15622._SX50_.jpg
Nicole Krauss,the history of love,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327911009i/3867._SY75_.jpg
Jenny Han,to all the boys i've loved before ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372086100i/15749186._SY75_.jpg
Clement Clarke Moore,the night before christmas,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388370094i/196970._SX50_.jpg
Ray Bradbury,something wicked this way comes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409596011i/248596._SY75_.jpg
Adam Silvera,they both die at the end,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494333138i/33385229._SY75_.jpg
Toni Morrison,the bluest eye,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388208495i/11337._SX50_.jpg
Taylor Jenkins Reid,daisy jones & the six,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580255154i/40597810._SY75_.jpg
Italo Calvino,if on a winter's night a traveler,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312857i/374233._SY75_.jpg
Karen Marie Moning,darkfever ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392579949i/112750._SY75_.jpg
Shirley Jackson,we have always lived in the castle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415357189i/89724._SX50_.jpg
Michael Shaara,the killer angels ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355371689i/682804._SX50_.jpg
Tom Stoppard,rosencrantz and guildenstern are dead,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338735611i/18545._SY75_.jpg
Jules Verne,twenty thousand leagues under the sea ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494979127i/33507._SX50_.jpg
Marie Lu,champion ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382652310i/14290364._SY75_.jpg
John Fowles,the magus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441323311i/16286._SY75_.jpg
Neil Gaiman,the ocean at the end of the lane,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497098563i/15783514._SY75_.jpg
Karen Marie Moning,shadowfever ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439940228i/7304203._SY75_.jpg
Ray Bradbury,dandelion wine,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374049845i/50033._SY75_.jpg
Michael  Grant,gone ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357796831i/2536134._SY75_.jpg
Alex Michaelides,the silent patient,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668782119i/40097951._SY75_.jpg
Koushun Takami,battle royale,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331235272i/57891._SY75_.jpg
Iain Banks,the wasp factory,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434940562i/567678._SY75_.jpg
Johnathon Nicolaou,dome: rebellion ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1670738486i/65151985._SY75_.jpg
Terry Pratchett,night watch ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320518310i/47989._SY75_.jpg
Stephen King,on writing: a memoir of the craft,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436735207i/10569._SY75_.jpg
Johnathon Nicolaou,miracle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677924402i/123175195._SY75_.jpg
Robin Hobb,assassin's apprentice ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673728072i/77197._SY75_.jpg
David McCullough,john adams,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478144278i/2203._SX50_.jpg
Richard Bachman,the long walk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309212400i/9014._SY75_.jpg
Tamora Pierce,alanna: the first adventure ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388206270i/13831._SY75_.jpg
Dean Koontz,watchers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532695250i/32423._SY75_.jpg
Diana Gabaldon,the fiery cross ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407366842i/10967._SY75_.jpg
Anonymous,the holy bible: king james version,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631816305i/1923820._SY75_.jpg
Holly Black,the queen of nothing ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553624975i/26032912._SX50_.jpg
Becky Albertalli,simon vs. the homo sapiens agenda ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402915678i/19547856._SY75_.jpg
Andre Dubus III,house of sand and fog,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519083021i/38311414._SX50_.jpg
A.S. Byatt,possession,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391124124i/41219._SY75_.jpg
Johnathon Nicolaou,of monsters and planes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1683387564i/150184023._SY75_.jpg
Margaret Atwood,the blind assassin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445426i/78433._SY75_.jpg
Scott Westerfeld,pretties ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388314207i/24768._SX50_.jpg
J.R. Ward,lover unbound ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351276662i/304027._SY75_.jpg
Henri Charrière,papillon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865561i/6882._SY75_.jpg
Pierce Brown,red rising ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461354651i/15839976._SY75_.jpg
Fredrik Backman,a man called ove,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405259930i/18774964._SY75_.jpg
Janet Evanovich,one for the money ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316730230i/6853._SY75_.jpg
Diana Gabaldon,a breath of snow and ashes ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197203i/10965._SY75_.jpg
Diana   Forbes,mistress suffragette,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489112488i/34521870._SY75_.jpg
Alice Oseman,heartstopper: volume one ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541887843i/40495957._SY75_.jpg
Stephen King,the dark tower ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372296329i/5091._SY75_.jpg
E.L. Konigsburg,from the mixed-up files of mrs. basil e. frankweiler,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327784751i/3980._SY75_.jpg
Paulo Coelho,veronika decides to die,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348139939i/1431._SY75_.jpg
Jacob Grimm,grimm's fairy tales,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386705031i/19351490._SX50_.jpg
Katherine Dunn,geek love,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1636594691i/13872._SY75_.jpg
Dean Koontz,odd thomas ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388245669i/14995._SY75_.jpg
Steven D. Levitt,freakonomics: a rogue economist explores the hidden side of everything,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550917827i/1202._SX50_.jpg
Kurt Vonnegut Jr.,the sirens of titan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419363185i/4982._SY75_.jpg
Ali Hazelwood,the love hypothesis,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611937942i/56732449._SX50_.jpg
Agatha Christie,death on the nile ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486837149i/131359._SY75_.jpg
Carl Sagan,cosmos,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388620656i/55030._SX50_.jpg
Rick Riordan,the blood of olympus ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201441i/18705209._SY75_.jpg
Louis de Bernières,corelli's mandolin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479680795i/3388._SY75_.jpg
Ann Brashares,the sisterhood of the traveling pants ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461611233i/452306._SY75_.jpg
Barbara Kingsolver,prodigal summer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426308771i/14249._SY75_.jpg
Stephen King,under the dome,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511289992i/6320534._SY75_.jpg
Tom Robbins,jitterbug perfume,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388607752i/8682._SY75_.jpg
Tim Butcher,the trigger: hunting the assassin who brought the world to war,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388535774i/18300212._SY75_.jpg
Dave Eggers,a heartbreaking work of staggering genius,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327714834i/4953._SY75_.jpg
Colleen Hoover,verity,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634158558i/59344312._SY75_.jpg
Dee Brown,bury my heart at wounded knee: an indian history of the american west,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1604058784i/76401._SX50_.jpg
James Dashner,the death cure ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303997647i/7864437._SY75_.jpg
Elizabeth George Speare,the witch of blackbird pond,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345499790i/703292._SY75_.jpg
P.C. Cast,tempted ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408633041i/6262365._SY75_.jpg
Marie Lu,prodigy ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336254717i/13414446._SY75_.jpg
Joseph Smith Jr.,the book of mormon: another testament of jesus christ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327389004i/323355._SX50_.jpg
Muriel Barbery,the elegance of the hedgehog,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347755370i/2967752._SY75_.jpg
Caleb Carr,the alienist ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388256626i/40024._SY75_.jpg
Ally Carter,"i'd tell you i love you, but then i'd have to kill you ",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334491180i/852470._SX50_.jpg
Ayn Rand,anthem,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388190459i/667._SY75_.jpg
Allen Ginsberg,howl and other poems,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668784961i/6295._SX50_.jpg
Alexander McCall Smith,the no. 1 ladies' detective agency ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459953654i/7061._SY75_.jpg
Gillian Flynn,sharp objects,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475695315i/18045891._SY75_.jpg
Homer,the iliad,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625333695i/1371._SX50_.jpg
Brandon Sanderson,the hero of ages ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628563911i/2767793._SY75_.jpg
Dale Carnegie,how to win friends and influence people,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442726934i/4865._SX50_.jpg
Nicholas Sparks,message in a bottle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1163789140i/3478._SY75_.jpg
Walter Scott,ivanhoe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630481585i/6440._SX50_.jpg
Erich Segal,love story ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388812297i/73968._SY75_.jpg
Ned Vizzini,it's kind of a funny story,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420629730i/248704._SX50_.jpg
Raymond Chandler,the big sleep ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371584712i/2052._SY75_.jpg
Walter M. Miller Jr.,a canticle for leibowitz ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450516880i/164154._SY75_.jpg
Virgil,the aeneid,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923968i/12914._SY75_.jpg
Kerstin Gier,rubinrot ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327918185i/6325285._SX50_.jpg
Sharon Creech,walk two moons,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389035862i/53496._SY75_.jpg
Dr. Seuss,"one fish, two fish, red fish, blue fish",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165640023i/7770._SX50_.jpg
Agatha Christie,the murder of roger ackroyd ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389734015i/16328._SY75_.jpg
Thomas Mann,the magic mountain,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1645738968i/88077._SY75_.jpg
Orson Scott Card,ender's shadow ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424904668i/9532._SY75_.jpg
Helen Keller,the story of my life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320429331i/821611._SY75_.jpg
Jonathan Franzen,the corrections,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355011305i/3805._SY75_.jpg
Wallace Stegner,angle of repose,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329151576i/292408._SY75_.jpg
Charlaine Harris,club dead ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329501590i/140082._SY75_.jpg
Shannon Hale,princess academy ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349410861i/85990._SY75_.jpg
Sophie Kinsella,confessions of a shopaholic ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546503932i/9416._SX50_.jpg
J.R. Ward,lover revealed ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389646548i/42898._SY75_.jpg
Toni Morrison,song of solomon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632283992i/11334._SY75_.jpg
Rosamunde Pilcher,the shell seekers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385213408i/37095._SY75_.jpg
Dan Brown,digital fortress,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360095966i/11125._SY75_.jpg
Brian Selznick,the invention of hugo cabret,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422312376i/9673436._SY75_.jpg
Terry Pratchett,the color of magic ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407111017i/34497._SY75_.jpg
Haruki Murakami,hard-boiled wonderland and the end of the world,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399844477i/10374._SY75_.jpg
Charlaine Harris,living dead in dallas ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329501808i/110494._SY75_.jpg
David Nicholls,one day,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873020i/6280118._SY75_.jpg
Rudyard Kipling,the jungle books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349066474i/41684._SY75_.jpg
Joseph Campbell,the power of myth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878742i/35519._SY75_.jpg
Barry Kirwan,the eden paradox ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548629676i/43722869._SY75_.jpg
Sarah J. Maas,kingdom of ash ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531922609i/33590260._SY75_.jpg
J.A. Redmerski,the edge of never ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358810128i/16081272._SY75_.jpg
Sophocles,antigone ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486701308i/7728._SY75_.jpg
Rachel Caine,glass houses ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428057864i/27266._SY75_.jpg
Johnathon Nicolaou,tales of old: greek mythology: volume 1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1691073811i/195606774._SY75_.jpg
Jorge Luis Borges,ficciones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621713120i/426504._SY75_.jpg
J.R. Ward,lover avenged ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321039998i/5098079._SY75_.jpg
Kate DiCamillo,because of winn-dixie,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456871914i/357664._SX50_.jpg
Jules Verne,around the world in eighty days,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684014860i/54479._SY75_.jpg
Sabaa Tahir,an ember in the ashes ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519425615i/27774758._SY75_.jpg
Terry Pratchett,small gods ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390899426i/34484._SY75_.jpg
Tim Butcher,chasing the devil: the search for africa's fighting spirit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310975260i/7940583._SY75_.jpg
Neal Stephenson,cryptonomicon ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327931476i/816._SY75_.jpg
Stephen R. Covey,the 7 habits of highly effective people: powerful lessons in personal change,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421842784i/36072._SY75_.jpg
Thomas Hardy,jude the obscure,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389403264i/50798._SY75_.jpg
Michael Pollan,the omnivore's dilemma: a natural history of four meals,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393804353i/3109._SY75_.jpg
William S. Burroughs,naked lunch,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407330990i/7437._SY75_.jpg
Lisa Genova,still alice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1236089972i/2153405._SY75_.jpg
Irving Stone,the agony and the ecstasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327879079i/321552._SY75_.jpg
Chaim Potok,my name is asher lev,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385056726i/11507._SY75_.jpg
Henry James,the portrait of a lady,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502148606i/264._SY75_.jpg
Sally Rooney,normal people,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571423190i/41057294._SY75_.jpg
Kyle Keyes,worm holes ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487896475i/34384161._SX50_.jpg
Terry Pratchett,mort ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181166i/386372._SY75_.jpg
Kristin Cashore,fire ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331535456i/6137154._SY75_.jpg
E.M. Forster,howards end,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518837828i/38374795._SX50_.jpg
Chuck Palahniuk,choke,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624579622i/29059._SY75_.jpg
Tara Westover,educated,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506026635i/35133922._SY75_.jpg
Robert A. Heinlein,the moon is a harsh mistress,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348768309i/16690._SY75_.jpg
John Green,an abundance of katherines,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360206426i/49750._SY75_.jpg
P.L. Travers,mary poppins ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1698916926i/152380._SX50_.jpg
Robert A. Heinlein,starship troopers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1614054412i/17214._SY75_.jpg
Robert McCammon,swan song,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445981000i/11557._SY75_.jpg
Karen M. McManus,one of us is lying ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632078539i/58679358._SY75_.jpg
Jhumpa Lahiri,the namesake,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480106986i/33917._SY75_.jpg
